embedder,language,nclass,model,model_type,feature_type,data_pts,time_sec,energy_kwh,log_date
XGLM-T,turkish,-1,KMeans++,reg,mean,1225,23.079935051006032,0.0002972877086594908,2025-08-21 16:08:34.297846
XGLM-T,turkish,-1,KMeans++,reg,mmm,1225,23.470607503011706,0.0003114331731136,2025-08-21 16:08:58.285770
mDeBERTa-T,turkish,-1,KMeans++,reg,mean,1225,19.668677011010004,0.00026141569055067803,2025-08-21 16:09:18.472552
mDeBERTa-T,turkish,-1,KMeans++,reg,mmm,1225,19.98532442499709,0.00027766224193894037,2025-08-21 16:09:38.974015
XLM-R-T,turkish,-1,KMeans++,reg,mean,1225,19.14842290399247,0.00025285503761203877,2025-08-21 16:09:58.638699
XLM-R-T,turkish,-1,KMeans++,reg,mmm,1225,19.361973734005005,0.00025489528396260147,2025-08-21 16:10:18.516260
BGE-M3-S,turkish,-1,KMeans++,reg,mean,1225,19.862993561007897,0.0002668520044080336,2025-08-21 16:10:38.895267
BGE-M3-S,turkish,-1,KMeans++,reg,mmm,1225,19.87849600199843,0.00026858179307633794,2025-08-21 16:10:59.294006
MiniLM-S,turkish,-1,KMeans++,reg,mean,1225,17.401682943003834,0.0002393909372947741,2025-08-21 16:11:17.213336
MiniLM-S,turkish,-1,KMeans++,reg,mmm,1225,17.49052012100583,0.0002395813793747224,2025-08-21 16:11:35.219859
mE5-S,turkish,-1,KMeans++,reg,mean,1225,17.602916951000225,0.00023459478425922643,2025-08-21 16:11:53.337891
mE5-S,turkish,-1,KMeans++,reg,mmm,1225,17.257208961003926,0.0002203315931423057,2025-08-21 16:12:11.110959
MPNet-S,turkish,-1,KMeans++,reg,mean,1225,19.099326767987804,0.00026198173500291324,2025-08-21 16:12:30.728544
MPNet-S,turkish,-1,KMeans++,reg,mmm,1225,19.208662386998185,0.0002491630256575327,2025-08-21 16:12:50.452375
